date_text,date_d,group_id,item_id,daily_sales,warehouse,item_price,item_style,fabric_type,fabric_color,fabric_pattern,item_cut,consultant_no,holiday,max_temp,average_temp,min_temp,mid_point,max_humidity,average_humidity,min_humidity,max_wind,average_wind,max_gust,precipitation,testing_data
20170912,12-09-17,t,t0003,10.00,77.00,565.50,casual,cotton,khaki,plain,1.00,5.00,0.00,29.60,22.40,15.40,15.40,91.00,65.00,44.00,13.00,0.00,13.00,0.00,0.00
20170913,13-09-17,t,t0003,29.00,88.00,565.50,casual,cotton,khaki,plain,1.00,5.00,0.00,21.70,17.90,14.20,14.40,93.00,79.00,60.00,16.00,1.00,16.00,0.00,0.00
20170914,14-09-17,t,t0003,18.00,48.00,565.50,casual,cotton,khaki,plain,1.00,3.00,0.00,27.60,20.20,12.80,10.90,85.00,59.00,39.00,19.00,1.00,21.00,0.00,0.00
20170915,15-09-17,t,t0003,17.00,40.00,565.50,casual,cotton,khaki,plain,1.00,2.00,0.00,21.70,17.40,13.10,12.30,84.00,69.00,49.00,18.00,1.00,21.00,0.00,0.00
20170916,16-09-17,t,t0003,8.00,81.00,565.50,casual,cotton,khaki,plain,1.00,6.00,1.00,23.50,15.80,8.50,8.90,93.00,64.00,44.00,10.00,0.00,10.00,0.00,0.00
20170917,17-09-17,t,t0003,25.00,53.00,565.50,casual,cotton,khaki,plain,1.00,4.00,1.00,31.80,23.00,14.60,11.10,68.00,57.00,33.00,16.00,0.00,16.00,0.00,0.00
20170918,18-09-17,t,t0003,13.00,3.00,565.50,casual,cotton,khaki,plain,1.00,4.00,0.00,23.70,21.60,19.30,12.30,67.00,58.00,42.00,6.00,1.00,24.00,0.00,0.00
20170919,19-09-17,t,t0003,13.00,74.00,565.50,casual,cotton,khaki,plain,1.00,6.00,0.00,22.20,17.20,12.90,10.40,92.00,72.00,44.00,10.00,0.00,10.00,0.43,0.00
20170920,20-09-17,t,t0003,12.00,27.00,565.50,casual,cotton,khaki,plain,1.00,5.00,0.00,18.20,14.60,12.30,12.40,94.00,86.00,81.00,18.00,1.00,19.00,3.81,0.00
20170921,21-09-17,t,t0003,22.00,26.00,565.50,casual,cotton,khaki,plain,1.00,5.00,0.00,28.40,21.10,13.80,13.80,83.00,64.00,47.00,14.00,0.00,14.00,0.00,0.00
20170922,22-09-17,t,t0003,12.00,68.00,565.50,casual,cotton,khaki,plain,1.00,9.00,0.00,28.20,23.90,19.70,13.90,73.00,59.00,37.00,23.00,1.00,23.00,0.00,0.00
20170923,23-09-17,t,t0003,27.00,6.00,565.50,casual,cotton,khaki,plain,1.00,6.00,1.00,22.20,17.60,13.00,12.10,89.00,72.00,50.00,19.00,0.00,21.00,0.03,0.00
20170924,24-09-17,t,t0003,19.00,45.00,565.50,casual,cotton,khaki,plain,1.00,6.00,1.00,16.10,13.80,11.60,10.20,91.00,79.00,65.00,14.00,0.00,14.00,0.08,0.00
20170925,25-09-17,t,t0003,10.00,50.00,565.50,casual,cotton,khaki,plain,1.00,8.00,0.00,22.70,16.70,10.80,8.60,80.00,62.00,40.00,10.00,0.00,10.00,0.03,0.00
20170926,26-09-17,t,t0003,11.00,77.00,565.50,casual,cotton,khaki,plain,1.00,3.00,0.00,19.10,14.30,9.40,6.80,80.00,62.00,42.00,13.00,0.00,13.00,0.00,0.00
20170927,27-09-17,t,t0003,16.00,79.00,565.50,casual,cotton,khaki,plain,1.00,8.00,0.00,16.30,12.30,8.30,6.40,83.00,68.00,51.00,18.00,0.00,18.00,0.00,0.00
20170928,28-09-17,t,t0003,16.00,42.00,565.50,casual,cotton,khaki,plain,1.00,5.00,0.00,15.90,10.20,4.40,2.90,82.00,66.00,44.00,11.00,0.00,11.00,0.00,0.00
20170929,29-09-17,t,t0003,15.00,34.00,565.50,casual,cotton,khaki,plain,1.00,6.00,0.00,15.50,8.50,1.60,3.00,95.00,72.00,44.00,10.00,0.00,10.00,0.00,0.00
20170930,30-09-17,t,t0003,12.00,57.00,565.50,casual,cotton,khaki,plain,1.00,7.00,1.00,8.60,5.60,2.50,3.40,91.00,81.00,71.00,8.00,0.00,10.00,0.00,0.00
20171001,01-10-17,t,t0003,28.00,43.00,565.50,casual,cotton,khaki,plain,1.00,5.00,1.00,10.50,9.00,7.50,4.80,83.00,77.00,66.00,2.00,0.00,3.00,0.00,0.00
20171002,02-10-17,t,t0003,21.00,29.00,565.50,casual,cotton,khaki,plain,1.00,5.00,0.00,7.90,5.80,3.60,4.90,93.00,86.00,80.00,2.00,0.00,2.00,0.00,0.00
20171003,03-10-17,t,t0003,36.00,59.00,565.50,casual,cotton,khaki,plain,1.00,5.00,0.00,14.50,8.80,3.20,3.20,94.00,71.00,49.00,19.00,0.00,19.00,0.00,0.00
20171004,04-10-17,t,t0003,20.00,41.00,565.50,casual,cotton,khaki,plain,1.00,6.00,0.00,11.50,10.10,8.70,8.10,96.00,88.00,72.00,21.00,0.00,23.00,0.13,0.00
20171005,05-10-17,t,t0003,18.00,86.00,565.50,casual,cotton,khaki,plain,1.00,3.00,0.00,15.10,12.20,9.40,9.20,97.00,85.00,63.00,16.00,0.00,16.00,0.25,0.00
20171006,06-10-17,t,t0003,22.00,24.00,565.50,casual,cotton,khaki,plain,1.00,4.00,0.00,12.10,9.50,6.90,8.10,96.00,87.00,73.00,24.00,1.00,24.00,0.28,0.00
20171007,07-10-17,t,t0003,25.00,59.00,565.50,casual,cotton,khaki,plain,1.00,7.00,1.00,14.00,9.30,4.60,6.40,97.00,86.00,67.00,13.00,0.00,13.00,0.00,0.00
20171008,08-10-17,t,t0003,20.00,22.00,565.50,casual,cotton,khaki,plain,1.00,6.00,1.00,8.90,6.30,3.70,6.50,98.00,97.00,92.00,11.00,0.00,13.00,1.35,0.00
20171009,09-10-17,t,t0003,17.00,11.00,565.50,casual,cotton,khaki,plain,1.00,3.00,0.00,13.20,10.20,7.30,6.60,99.00,85.00,59.00,21.00,1.00,23.00,2.18,0.00
20171010,10-10-17,t,t0003,20.00,21.00,565.50,casual,cotton,khaki,plain,1.00,1.00,0.00,14.40,9.30,4.30,4.40,93.00,77.00,51.00,19.00,1.00,19.00,0.00,0.00
20171011,11-10-17,t,t0003,21.00,76.00,565.50,casual,cotton,khaki,plain,1.00,4.00,0.00,12.90,8.90,4.80,7.30,99.00,88.00,76.00,14.00,0.00,14.00,0.91,0.00
20171012,12-10-17,t,t0003,47.00,13.00,565.50,casual,cotton,khaki,plain,1.00,4.00,0.00,16.00,13.20,10.30,11.80,99.00,96.00,86.00,16.00,0.00,18.00,0.28,0.00
20171013,13-10-17,t,t0003,15.00,81.00,565.50,casual,cotton,khaki,plain,1.00,8.00,0.00,14.10,11.70,9.30,9.10,95.00,83.00,64.00,23.00,1.00,23.00,0.15,0.00
20171014,14-10-17,t,t0003,29.00,37.00,565.50,casual,cotton,khaki,plain,1.00,7.00,1.00,10.20,9.10,7.90,7.50,97.00,88.00,74.00,23.00,1.00,23.00,0.13,0.00
20171015,15-10-17,t,t0003,24.00,80.00,565.50,casual,cotton,khaki,plain,1.00,5.00,1.00,16.90,12.50,8.10,11.10,99.00,93.00,78.00,23.00,1.00,23.00,0.66,0.00
20171016,16-10-17,t,t0003,9.00,55.00,565.50,casual,cotton,khaki,plain,1.00,5.00,1.00,16.20,12.10,7.90,8.80,96.00,85.00,63.00,16.00,1.00,18.00,0.05,0.00
20171017,17-10-17,t,t0003,8.00,47.00,565.50,casual,cotton,khaki,plain,1.00,2.00,0.00,16.90,13.70,10.40,11.70,98.00,91.00,77.00,13.00,0.00,13.00,0.00,0.00
20171018,18-10-17,t,t0003,16.00,99.00,565.50,casual,cotton,khaki,plain,1.00,1.00,0.00,22.20,15.80,9.50,12.40,99.00,89.00,65.00,11.00,0.00,11.00,0.03,0.00
20171019,19-10-17,t,t0003,36.00,38.00,565.50,casual,cotton,khaki,plain,1.00,7.00,0.00,19.90,14.90,10.10,12.00,99.00,89.00,74.00,6.00,0.00,6.00,0.00,0.00
20171020,20-10-17,t,t0003,30.00,9.00,565.50,casual,cotton,khaki,plain,1.00,6.00,0.00,12.60,11.00,9.40,8.80,91.00,86.00,79.00,11.00,0.00,11.00,0.00,0.00
20171021,21-10-17,t,t0003,22.00,46.00,565.50,casual,cotton,khaki,plain,1.00,6.00,1.00,13.20,10.70,8.20,7.80,90.00,86.00,79.00,5.00,0.00,8.00,0.00,0.00
20171022,22-10-17,t,t0003,39.00,41.00,565.50,casual,cotton,khaki,plain,1.00,5.00,1.00,9.10,4.80,0.50,2.10,96.00,86.00,61.00,19.00,0.00,19.00,0.10,0.00
20171023,23-10-17,t,t0003,15.00,9.00,565.50,casual,cotton,khaki,plain,1.00,3.00,0.00,6.80,2.50,-1.70,0.60,97.00,83.00,70.00,10.00,0.00,11.00,0.03,0.00
20171024,24-10-17,t,t0003,25.00,37.00,565.50,casual,cotton,khaki,plain,1.00,4.00,0.00,6.10,3.40,0.70,0.70,95.00,82.00,71.00,14.00,0.00,14.00,0.08,0.00
20171025,25-10-17,t,t0003,18.00,16.00,565.50,casual,cotton,khaki,plain,1.00,7.00,0.00,6.30,2.20,-1.90,-1.00,95.00,84.00,63.00,10.00,0.00,11.00,0.00,0.00
20171026,26-10-17,t,t0003,14.00,79.00,565.50,casual,cotton,khaki,plain,1.00,4.00,0.00,9.80,4.70,-0.20,5.90,97.00,95.00,92.00,13.00,0.00,13.00,0.13,0.00
20171027,27-10-17,t,t0003,16.00,40.00,565.50,casual,cotton,khaki,plain,1.00,5.00,0.00,12.90,10.10,7.20,7.80,98.00,90.00,75.00,11.00,0.00,13.00,0.08,0.00
20171028,28-10-17,t,t0003,45.00,85.00,565.50,casual,cotton,khaki,plain,1.00,7.00,1.00,9.60,5.70,1.90,5.40,99.00,94.00,84.00,14.00,0.00,14.00,0.05,0.00
20171029,29-10-17,t,t0003,24.00,14.00,565.50,casual,cotton,khaki,plain,1.00,7.00,1.00,9.50,7.20,4.90,5.60,96.00,89.00,76.00,16.00,1.00,18.00,0.25,0.00
20171030,30-10-17,t,t0003,15.00,18.00,565.50,casual,cotton,khaki,plain,1.00,4.00,0.00,6.40,4.40,2.50,2.90,95.00,89.00,81.00,26.00,2.00,31.00,0.41,0.00
20171031,31-10-17,t,t0003,18.00,31.00,565.50,casual,cotton,khaki,plain,1.00,7.00,0.00,4.50,3.20,1.90,0.10,93.00,79.00,64.00,42.00,2.00,43.00,0.13,0.00
20171101,01-11-17,t,t0003,17.00,66.00,565.50,casual,cotton,khaki,plain,1.00,3.00,0.00,6.40,3.60,0.70,1.20,95.00,84.00,64.00,10.00,1.00,18.00,0.08,0.00
20171102,02-11-17,t,t0003,23.00,36.00,565.50,casual,cotton,khaki,plain,1.00,4.00,0.00,9.40,7.70,5.90,7.20,97.00,96.00,93.00,16.00,1.00,19.00,0.89,0.00
20171103,03-11-17,t,t0003,24.00,47.00,565.50,casual,cotton,khaki,plain,1.00,5.00,0.00,10.70,9.40,8.20,8.40,97.00,95.00,89.00,11.00,0.00,11.00,0.33,0.00
20171104,04-11-17,t,t0003,53.00,52.00,565.50,casual,cotton,khaki,plain,1.00,6.00,1.00,9.50,8.00,6.60,6.80,95.00,92.00,82.00,10.00,0.00,10.00,0.03,0.00
20171105,05-11-17,t,t0003,18.00,1.00,565.50,casual,cotton,khaki,plain,1.00,4.00,1.00,9.50,8.10,6.70,6.20,97.00,90.00,76.00,13.00,0.00,13.00,0.00,0.00
20171106,06-11-17,t,t0003,14.00,89.00,565.50,casual,cotton,khaki,plain,1.00,5.00,0.00,8.40,6.40,4.40,4.40,95.00,87.00,77.00,11.00,0.00,11.00,0.00,0.00
20171107,07-11-17,t,t0003,17.00,68.00,565.50,casual,cotton,khaki,plain,1.00,7.00,0.00,4.40,3.40,2.40,1.30,91.00,88.00,84.00,10.00,0.00,10.00,0.00,0.00
20171108,08-11-17,t,t0003,14.00,24.00,565.50,casual,cotton,khaki,plain,1.00,8.00,0.00,3.70,2.60,1.60,1.20,97.00,91.00,87.00,6.00,0.00,6.00,0.00,0.00
20171109,09-11-17,t,t0003,16.00,82.00,565.50,casual,cotton,khaki,plain,1.00,5.00,0.00,5.70,4.40,3.20,4.20,99.00,97.00,95.00,8.00,0.00,8.00,0.03,0.00
20171110,10-11-17,t,t0003,63.00,35.00,565.50,casual,cotton,khaki,plain,1.00,8.00,0.00,7.80,6.40,5.10,5.90,98.00,96.00,91.00,11.00,0.00,11.00,0.05,0.00
20171111,11-11-17,t,t0003,60.00,10.00,565.50,casual,cotton,khaki,plain,1.00,6.00,1.00,12.30,8.80,5.40,6.60,100.00,92.00,67.00,13.00,0.00,13.00,0.15,0.00
20171112,12-11-17,t,t0003,12.00,43.00,565.50,casual,cotton,khaki,plain,1.00,5.00,1.00,5.80,3.00,0.20,1.80,98.00,95.00,87.00,11.00,0.00,11.00,0.76,0.00
20171113,13-11-17,t,t0003,9.00,66.00,565.50,casual,cotton,khaki,plain,1.00,3.00,0.00,7.90,3.90,0.10,3.30,99.00,97.00,91.00,14.00,1.00,14.00,0.33,0.00
20171114,14-11-17,t,t0003,53.00,47.00,565.50,casual,cotton,khaki,plain,1.00,9.00,0.00,10.00,6.40,2.70,4.30,100.00,91.00,80.00,21.00,1.00,23.00,0.05,0.00
20171115,15-11-17,t,t0003,24.00,34.00,565.50,casual,cotton,khaki,plain,1.00,9.00,0.00,6.90,4.60,2.20,0.60,88.00,81.00,65.00,13.00,0.00,13.00,0.00,0.00
20171116,16-11-17,t,t0003,22.00,88.00,565.50,casual,cotton,khaki,plain,1.00,6.00,0.00,6.80,3.50,0.20,0.60,89.00,80.00,63.00,10.00,0.00,10.00,0.00,0.00
20171117,17-11-17,t,t0003,22.00,22.00,565.50,casual,cotton,khaki,plain,1.00,6.00,0.00,6.50,2.20,-2.10,0.10,96.00,86.00,71.00,11.00,0.00,13.00,0.00,0.00
20171118,18-11-17,t,t0003,56.00,55.00,565.50,casual,cotton,khaki,plain,1.00,7.00,1.00,4.70,3.60,2.50,2.80,96.00,95.00,93.00,6.00,0.00,6.00,0.15,0.00
20171119,19-11-17,t,t0003,13.00,20.00,565.50,casual,cotton,khaki,plain,1.00,5.00,1.00,5.40,3.20,0.80,2.90,98.00,95.00,87.00,8.00,0.00,8.00,0.13,0.00
20171120,20-11-17,t,t0003,12.00,48.00,565.50,casual,cotton,khaki,plain,1.00,7.00,0.00,5.80,1.70,-2.40,-0.70,98.00,88.00,66.00,6.00,0.00,6.00,0.03,0.00
20171121,21-11-17,t,t0003,10.00,62.00,565.50,casual,cotton,khaki,plain,1.00,5.00,0.00,3.20,2.20,1.20,-0.80,93.00,82.00,67.00,13.00,0.00,13.00,0.00,0.00
20171122,22-11-17,t,t0003,12.00,9.00,565.50,casual,cotton,khaki,plain,1.00,7.00,0.00,2.40,0.60,-1.20,-0.60,96.00,90.00,82.00,11.00,0.00,11.00,0.08,0.00
20171123,23-11-17,t,t0003,11.00,46.00,565.50,casual,cotton,khaki,plain,1.00,6.00,0.00,3.00,-0.40,-3.80,-3.10,96.00,86.00,67.00,10.00,0.00,10.00,0.00,0.00
20171124,24-11-17,t,t0003,51.00,38.00,565.50,casual,cotton,khaki,plain,1.00,3.00,0.00,-1.00,-2.80,-4.60,-2.80,97.00,96.00,93.00,14.00,0.00,14.00,0.00,0.00
20171125,25-11-17,t,t0003,49.00,75.00,565.50,casual,cotton,khaki,plain,1.00,8.00,1.00,4.10,1.60,-0.90,1.80,98.00,96.00,95.00,18.00,1.00,18.00,0.00,0.00
20171126,26-11-17,t,t0003,12.00,14.00,565.50,casual,cotton,khaki,plain,1.00,7.00,1.00,6.80,5.10,3.40,4.10,98.00,95.00,87.00,16.00,1.00,16.00,0.30,0.00
20171127,27-11-17,t,t0003,11.00,4.00,565.50,casual,cotton,khaki,plain,1.00,6.00,0.00,4.10,2.10,0.10,1.20,98.00,94.00,87.00,16.00,1.00,23.00,0.38,0.00
20171128,28-11-17,t,t0003,11.00,9.00,565.50,casual,cotton,khaki,plain,1.00,4.00,0.00,0.60,-0.20,-0.90,-0.60,98.00,96.00,94.00,10.00,0.00,10.00,0.03,0.00
20171129,29-11-17,t,t0003,16.00,77.00,565.50,casual,cotton,khaki,plain,1.00,4.00,0.00,0.30,-0.80,-1.90,-1.20,98.00,96.00,93.00,10.00,0.00,10.00,0.00,0.00
20171130,30-11-17,t,t0003,18.00,38.00,565.50,casual,cotton,khaki,plain,1.00,8.00,0.00,5.90,3.10,0.30,1.30,99.00,99.00,98.00,18.00,1.00,18.00,1.47,0.00
20171201,01-12-17,t,t0003,14.00,41.00,565.50,casual,cotton,khaki,plain,1.00,6.00,0.00,9.00,5.60,2.20,5.80,100.00,96.00,87.00,13.00,0.00,18.00,0.94,0.00
20171202,02-12-17,t,t0003,48.00,69.00,565.50,casual,cotton,khaki,plain,1.00,8.00,1.00,2.20,1.40,0.60,0.30,99.00,94.00,89.00,13.00,1.00,14.00,0.18,0.00
20171203,03-12-17,t,t0003,11.00,64.00,565.50,casual,cotton,khaki,plain,1.00,7.00,1.00,2.70,1.60,0.60,1.10,99.00,97.00,91.00,18.00,1.00,18.00,1.37,0.00
20171204,04-12-17,t,t0003,17.00,98.00,565.50,casual,cotton,khaki,plain,1.00,6.00,0.00,1.80,0.40,-1.00,-0.50,98.00,91.00,83.00,16.00,1.00,16.00,0.05,0.00
20171205,05-12-17,t,t0003,10.00,3.00,565.50,casual,cotton,khaki,plain,1.00,3.00,0.00,2.50,1.30,0.10,-0.10,94.00,91.00,87.00,6.00,1.00,14.00,0.03,0.00
20171206,06-12-17,t,t0003,17.00,93.00,565.50,casual,cotton,khaki,plain,1.00,1.00,0.00,3.80,2.10,0.30,1.30,98.00,93.00,88.00,19.00,1.00,19.00,0.23,0.00
20171207,07-12-17,t,t0003,17.00,1.00,565.50,casual,cotton,khaki,plain,1.00,4.00,0.00,5.10,2.90,0.70,1.20,99.00,96.00,94.00,14.00,0.00,14.00,0.51,0.00
20171208,08-12-17,t,t0003,20.00,25.00,565.50,casual,cotton,khaki,plain,1.00,6.00,0.00,6.10,3.90,1.60,2.10,98.00,91.00,77.00,13.00,1.00,14.00,0.00,0.00
20171209,09-12-17,t,t0003,45.00,28.00,565.50,casual,cotton,khaki,plain,1.00,7.00,1.00,2.40,0.40,-1.50,-0.20,99.00,98.00,92.00,10.00,0.00,10.00,0.00,0.00
20171210,10-12-17,t,t0003,9.00,38.00,565.50,casual,cotton,khaki,plain,1.00,6.00,1.00,3.70,1.30,-1.20,1.20,99.00,98.00,94.00,14.00,1.00,18.00,0.10,0.00
20171211,11-12-17,t,t0003,10.00,58.00,565.50,casual,cotton,khaki,plain,1.00,6.00,0.00,0.20,-1.70,-3.70,-2.40,95.00,91.00,84.00,13.00,0.00,13.00,0.00,0.00
20171212,12-12-17,t,t0003,18.00,27.00,565.50,casual,cotton,khaki,plain,1.00,4.00,0.00,7.40,3.80,0.10,1.60,95.00,91.00,80.00,10.00,0.00,10.00,0.86,0.00
20171213,13-12-17,t,t0003,17.00,57.00,565.50,casual,cotton,khaki,plain,1.00,5.00,0.00,8.20,4.40,0.60,2.10,98.00,93.00,82.00,19.00,1.00,19.00,0.10,0.00
20171214,14-12-17,t,t0003,16.00,16.00,565.50,casual,cotton,khaki,plain,1.00,6.00,0.00,1.90,1.10,0.20,0.80,99.00,99.00,98.00,18.00,0.00,18.00,0.43,0.00
20171215,15-12-17,t,t0003,38.00,78.00,565.50,casual,cotton,khaki,plain,1.00,8.00,0.00,4.60,2.80,1.10,1.80,99.00,99.00,98.00,10.00,0.00,13.00,0.03,0.00
20171216,16-12-17,t,t0003,50.00,59.00,565.50,casual,cotton,khaki,plain,1.00,8.00,1.00,9.70,6.70,3.60,6.20,100.00,96.00,87.00,13.00,1.00,21.00,0.05,0.00
20171217,17-12-17,t,t0003,16.00,100.00,565.50,casual,cotton,khaki,plain,1.00,6.00,1.00,4.90,2.70,0.40,0.20,92.00,89.00,86.00,16.00,1.00,19.00,0.00,0.00
20171218,18-12-17,t,t0003,23.00,59.00,565.50,casual,cotton,khaki,plain,1.00,5.00,0.00,0.70,-0.30,-1.20,-0.80,99.00,97.00,91.00,27.00,3.00,29.00,0.00,0.00
20171219,19-12-17,t,t0003,18.00,21.00,565.50,casual,cotton,khaki,plain,1.00,2.00,0.00,-1.20,-1.70,-2.10,-1.90,99.00,98.00,96.00,0.00,0.00,0.00,0.00,0.00
20171220,20-12-17,t,t0003,14.00,33.00,565.50,casual,cotton,khaki,plain,1.00,9.00,0.00,-0.40,-1.40,-2.50,-2.60,97.00,95.00,92.00,0.00,0.00,0.00,0.00,0.00
20171221,21-12-17,t,t0003,43.00,31.00,565.50,casual,cotton,khaki,plain,1.00,4.00,0.00,-1.20,-2.10,-2.90,-3.20,97.00,94.00,89.00,0.00,0.00,0.00,0.00,0.00
20171222,22-12-17,t,t0003,21.00,20.00,565.50,casual,cotton,khaki,plain,1.00,9.00,0.00,0.90,-0.80,-2.60,-1.60,96.00,93.00,87.00,0.00,0.00,0.00,0.00,0.00
20171223,23-12-17,t,t0003,31.00,70.00,565.50,casual,cotton,khaki,plain,1.00,7.00,1.00,0.90,-0.20,-1.30,-1.20,98.00,92.00,83.00,0.00,0.00,0.00,0.00,0.00
20171224,24-12-17,t,t0003,54.00,91.00,565.50,casual,cotton,khaki,plain,1.00,9.00,1.00,7.30,3.10,-1.10,1.80,99.00,91.00,81.00,24.00,1.00,27.00,2.34,0.00
20171225,25-12-17,t,t0003,8.00,71.00,565.50,casual,cotton,khaki,plain,1.00,9.00,0.00,8.10,5.40,2.80,4.30,99.00,96.00,82.00,16.00,1.00,19.00,0.61,0.00
20171226,26-12-17,t,t0003,18.00,84.00,565.50,casual,cotton,khaki,plain,1.00,8.00,0.00,8.50,6.00,3.60,4.40,99.00,92.00,77.00,14.00,1.00,14.00,0.00,0.00
20171227,27-12-17,t,t0003,13.00,36.00,565.50,casual,cotton,khaki,plain,1.00,7.00,0.00,4.10,3.20,2.40,2.70,99.00,97.00,95.00,8.00,1.00,13.00,0.03,0.00
20171228,28-12-17,t,t0003,20.00,47.00,565.50,casual,cotton,khaki,plain,1.00,9.00,0.00,4.10,3.20,2.40,2.70,99.00,97.00,95.00,8.00,1.00,13.00,0.03,0.00
20171229,29-12-17,t,t0003,30.00,89.00,565.50,casual,cotton,khaki,plain,1.00,10.00,0.00,4.10,3.20,2.40,2.70,99.00,97.00,95.00,8.00,1.00,13.00,0.03,0.00
20171230,30-12-17,t,t0003,39.00,56.00,565.50,casual,cotton,khaki,plain,1.00,11.00,1.00,4.10,3.20,2.40,2.70,99.00,97.00,95.00,8.00,1.00,13.00,0.03,0.00
20171231,31-12-17,t,t0003,5.00,71.00,565.50,casual,cotton,khaki,plain,1.00,0.00,1.00,0.80,0.60,0.40,0.30,98.00,98.00,97.00,3.00,0.00,5.00,0.00,0.00
20180101,01-01-18,t,t0003,0.00,5.00,622.00,casual,cotton,khaki,plain,1.00,0.00,1.00,3.20,2.00,0.80,1.70,99.00,98.00,96.00,10.00,0.00,11.00,0.08,0.00
20180102,02-01-18,t,t0003,9.00,39.00,622.00,casual,cotton,khaki,plain,1.00,9.00,0.00,3.10,2.60,2.10,1.80,98.00,95.00,92.00,11.00,1.00,16.00,0.08,0.00
20180103,03-01-18,t,t0003,16.00,21.00,622.00,casual,cotton,khaki,plain,1.00,7.00,0.00,5.10,3.80,2.40,3.10,100.00,98.00,94.00,6.00,0.00,18.00,0.69,0.00
20180104,04-01-18,t,t0003,15.00,74.00,622.00,casual,cotton,khaki,plain,1.00,7.00,0.00,5.10,3.40,1.80,3.50,100.00,99.00,99.00,8.00,0.00,10.00,0.51,0.00
20180105,05-01-18,t,t0003,33.00,23.00,622.00,casual,cotton,khaki,plain,1.00,9.00,0.00,4.70,3.10,1.40,2.60,100.00,98.00,95.00,6.00,0.00,10.00,0.10,0.00
20180106,06-01-18,t,t0003,11.00,27.00,622.00,casual,cotton,khaki,plain,1.00,8.00,1.00,5.10,2.90,0.70,2.10,98.00,95.00,90.00,10.00,1.00,13.00,0.03,0.00
20180107,07-01-18,t,t0003,4.00,69.00,622.00,casual,cotton,khaki,plain,1.00,7.00,1.00,7.40,5.00,2.50,4.20,95.00,93.00,89.00,6.00,1.00,19.00,0.05,0.00
20180108,08-01-18,t,t0003,9.00,44.00,622.00,casual,cotton,khaki,plain,1.00,5.00,1.00,2.60,0.00,-2.60,-3.20,95.00,78.00,63.00,11.00,1.00,16.00,0.00,0.00
20180109,09-01-18,t,t0003,12.00,35.00,622.00,casual,cotton,khaki,plain,1.00,8.00,0.00,2.20,-2.40,-2.70,-4.20,90.00,87.00,82.00,6.00,1.00,18.00,0.00,0.00
20180110,10-01-18,t,t0003,11.00,92.00,622.00,casual,cotton,khaki,plain,1.00,8.00,0.00,1.00,-1.50,-4.00,-3.10,95.00,86.00,81.00,0.00,0.00,3.00,0.00,0.00
20180111,11-01-18,t,t0003,18.00,67.00,622.00,casual,cotton,khaki,plain,1.00,8.00,0.00,-0.70,-1.70,-2.60,-2.20,97.00,95.00,94.00,5.00,0.00,8.00,0.00,0.00
20180112,12-01-18,t,t0003,20.00,36.00,622.00,casual,cotton,khaki,plain,1.00,8.00,0.00,-0.30,-2.00,-3.70,-3.10,95.00,91.00,87.00,14.00,1.00,18.00,0.00,0.00
20180113,13-01-18,t,t0003,16.00,42.00,622.00,casual,cotton,khaki,plain,1.00,10.00,1.00,-3.70,-5.10,-6.50,-7.30,88.00,84.00,79.00,10.00,1.00,16.00,0.00,0.00
20180114,14-01-18,t,t0003,12.00,12.00,622.00,casual,cotton,khaki,plain,1.00,8.00,1.00,-6.40,-8.20,-10.00,-9.90,90.00,83.00,75.00,8.00,0.00,11.00,0.00,0.00
20180115,15-01-18,t,t0003,8.00,20.00,622.00,casual,cotton,khaki,plain,1.00,9.00,0.00,-5.70,-9.00,-12.30,-11.70,94.00,84.00,68.00,3.00,0.00,5.00,0.00,0.00
20180116,16-01-18,t,t0003,16.00,95.00,622.00,casual,cotton,khaki,plain,1.00,8.00,0.00,-5.70,-8.60,-11.40,-9.80,94.00,88.00,78.00,8.00,0.00,14.00,0.00,0.00
20180117,17-01-18,t,t0003,14.00,34.00,622.00,casual,cotton,khaki,plain,1.00,9.00,0.00,-0.40,-3.70,-6.90,-4.70,97.00,95.00,89.00,11.00,0.00,13.00,0.00,0.00
20180118,18-01-18,t,t0003,22.00,89.00,622.00,casual,cotton,khaki,plain,1.00,9.00,0.00,-0.80,-2.10,-3.50,-2.60,98.00,97.00,93.00,8.00,0.00,13.00,0.00,0.00
20180119,19-01-18,t,t0003,18.00,86.00,622.00,casual,cotton,khaki,plain,1.00,9.00,0.00,1.00,-0.30,-1.70,-1.20,97.00,95.00,88.00,2.00,0.00,5.00,0.00,0.00
20180120,20-01-18,t,t0003,28.00,59.00,622.00,casual,cotton,khaki,plain,1.00,10.00,1.00,2.70,0.20,-2.30,-2.20,92.00,85.00,74.00,6.00,0.00,11.00,0.03,0.00
20180121,21-01-18,t,t0003,17.00,5.00,622.00,casual,cotton,khaki,plain,1.00,7.00,1.00,2.00,-2.60,-7.20,-3.90,97.00,93.00,78.00,3.00,0.00,5.00,0.00,0.00
20180122,22-01-18,t,t0003,8.00,20.00,622.00,casual,cotton,khaki,plain,1.00,8.00,0.00,-2.80,-6.10,-9.30,-6.90,96.00,92.00,82.00,5.00,0.00,10.00,0.00,0.00
20180123,23-01-18,t,t0003,12.00,78.00,622.00,casual,cotton,khaki,plain,1.00,7.00,0.00,-6.60,-8.40,-10.30,-9.60,95.00,92.00,86.00,8.00,1.00,14.00,0.00,0.00
